@relation trainfeatures

@attribute instance_id string
@attribute repetition numeric
@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute J numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute O numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute U numeric
@attribute V numeric
@attribute W numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute AA numeric
@attribute AB numeric
@attribute AC numeric
@attribute AD numeric
@attribute AE numeric
@attribute AF numeric
@attribute AG numeric
@attribute AH numeric
@attribute AI numeric
@attribute AJ numeric
@attribute AK numeric
@attribute AL numeric
@attribute AM numeric

@data
RyovncHlWCWEawdywfJE,1,5.703949,1.812854,0.024713,-2.629291,2.284969,-3.664051,-1.783099,4.268648,2.242,-3.223175,1.641104,-1.824304,1.396258,0.358283,0.641019,-0.783881,1.28927,-0.272616,-1.023826,-1.162235,-0.833652,-0.328097,-0.214489,0.416834,-1.302721,-0.054108,0.716731,-0.464222,-0.463472,-0.333601,0.159486,-0.06997,0.142989,0.479765,0.385113,-0.091454,-0.274565,0.488363,0.552069
ZzbXtqtswICGtBhgkPBm,1,-6.678607,1.837913,0.366011,-3.471474,-0.62498,1.607371,-1.070851,1.968142,-2.689008,0.55003,2.418997,1.345511,-0.175433,0.258643,0.031847,0.05548,0.416433,-0.516552,-0.268251,-1.092726,0.321861,-0.707824,-0.960175,0.409631,0.064696,0.44494,-0.807126,0.161008,-0.198942,-0.478476,0.209957,-0.261132,0.081648,0.232169,0.234501,-0.196358,0.587576,0.114853,0.153365
KsIwxYyswCETsbKxJaYL,1,3.117102,-0.402209,3.556403,2.144815,1.140542,0.82676,2.387982,-0.344373,-1.593957,-2.388035,-0.574813,0.146838,-0.261601,-0.640583,-0.380668,0.329477,0.826927,0.698583,0.407432,-0.568982,0.295951,-1.037203,-1.066335,0.151324,-0.480013,0.492197,0.216439,0.291304,-0.0354,-0.741523,-0.285139,0.195946,0.284829,0.296725,-0.302791,0.433796,-0.111488,0.089206,-0.152625
wDezQOiIccnyOSjgGYtN,1,-0.969506,0.716793,1.078171,1.213045,-3.598852,-0.314418,-0.520292,0.418449,-0.162528,-0.783906,-1.600971,0.434346,0.301279,-1.020475,0.257042,-0.040567,0.044858,-0.294227,-0.351394,-0.281528,0.526226,-0.122098,-0.169475,-0.021496,0.123437,0.278965,-0.283129,0.086692,-0.064372,-0.461498,-0.312324,0.044288,0.131965,0.282175,0.038192,-0.106392,-0.218067,0.038658,-0.061116
kwPZMHxdDGsfkNfvTbuR,1,3.040575,-0.207227,3.426532,2.113025,0.985267,0.78215,2.331936,-0.512242,-1.438499,-2.457987,-0.468355,-0.072398,-0.28847,-0.601789,-0.753291,1.066923,0.030621,-0.063758,0.030994,-0.618487,0.076883,-0.555604,-0.89392,-0.10873,0.097631,0.16997,0.303889,0.082441,-0.243742,-1.176262,-0.514007,-0.104204,-0.137722,-0.32175,-0.368738,-0.104786,-0.065902,-0.873216,0.610371
yQFuxCOizUHBZBbhPTXg,1,9.97323,-2.316659,-11.418765,-10.848017,-2.371568,-6.899846,8.480162,1.872987,-0.124634,2.278771,-5.616404,6.805359,-3.900645,0.930194,-3.520227,2.607833,0.339514,0.23752,2.739551,-0.168052,-0.166023,-5.32416,2.626873,5.339199,2.961458,1.606774,1.844727,-3.198575,-4.493368,-0.041022,-0.371638,-2.314277,-1.429008,-0.831516,0.025542,0.59084,0.060863,0.585763,-0.091079
xDSxmObuTDBqINfHIRsO,1,3.071153,-1.595889,-0.386299,-0.144027,-0.972403,1.540335,-2.647536,1.101057,0.013898,2.573991,-0.373699,1.677164,1.368926,-0.179321,0.478522,-0.199968,0.85618,-0.573543,1.009785,-0.969375,0.598541,-0.146554,-1.35011,-0.360986,-1.414756,0.953089,0.137056,0.797668,-1.340552,-0.869989,0.313585,-0.090245,0.261744,0.419694,1.019114,0.358191,-1.180524,-0.673116,0.160056
FqtCCsfQTfiAXrTcUkmb,1,8.012013,-3.328729,-8.460788,-7.452939,-4.295384,1.862921,4.097683,-3.165962,-0.67745,-0.497545,0.089037,0.033472,1.757797,-0.877646,-0.792603,-1.535527,1.873462,0.891009,-0.269089,0.172899,-0.136661,3.179195,-1.66379,-1.389785,-0.054053,-1.372604,0.504448,0.568124,1.096221,-0.060493,1.79334,0.806795,-1.505506,0.734485,0.280357,0.561165,0.836987,0.682667,0.168503
eLOshVLRxvwpuFeYVpCM,1,1.14569,-10.2927,1.209223,-1.014441,2.299231,2.396108,-0.118929,-0.369956,1.435618,1.378735,1.004989,2.44847,4.334157,0.055692,-1.477006,-0.937294,-0.237749,0.658142,-2.855424,0.922397,-0.34354,-0.92741,0.432791,-0.431327,-0.806022,0.966336,-0.755221,-0.809693,-0.02054,-0.971668,-1.228955,0.653679,-0.231198,-1.082405,-0.778118,0.318912,-0.13708,0.590512,-0.820908
AgpOGNPJxfgwQYJEHYRZ,1,1.483119,0.738187,0.970768,1.716421,-1.305312,0.24037,0.078593,-0.717286,0.543063,-1.696043,-0.122818,1.083645,0.142107,-1.120196,-0.089568,0.50392,0.343908,-0.444276,0.037092,-0.252331,-0.281554,-0.23584,-0.458591,0.098936,-0.248088,0.69069,-0.265813,0.097613,-0.085542,-0.588544,-0.607592,0.261718,0.25963,0.264579,-0.220335,0.139707,0.088387,-0.479581,-0.461204
gHKNufmSpLRnXVVeMUvC,1,-1.802924,0.56823,0.599235,0.233003,-3.657958,-0.387153,-1.125123,0.163414,-0.601185,-1.952104,-1.664683,0.582122,0.337922,-0.286718,0.153612,0.391804,-0.234893,0.135994,0.06337,-0.201784,-0.2187,0.249858,0.668733,0.03497,-0.161537,0.018976,-0.232732,0.0483,0.222494,-0.076731,0.026527,0.175932,-0.122667,-0.039333,-0.071655,-0.006327,-0.271957,0.129734,0.005349
kBSqaNVJQZcnQumEBAGC,1,-1.760067,0.59662,0.60289,0.249861,-3.636127,-0.223023,-1.158131,0.264755,-0.606798,-1.952722,-1.568481,0.568829,0.117603,-0.326914,0.046596,0.343344,-0.211201,0.170377,-0.088947,-0.165967,-0.310639,0.311086,0.708502,0.052584,-0.258927,0.109474,-0.157455,-0.066534,0.314362,0.072444,0.118204,0.059715,-0.119098,0.00739,-0.066779,-0.048252,-0.314254,0.259539,0.110875
cxrsVpOMhUwCWHkILHrM,1,-7.260319,2.514133,1.106174,-3.769718,-0.009973,1.622623,-0.28159,0.00152,1.835184,0.804782,-1.539414,-1.503486,-0.792364,1.538563,-0.977653,-0.52152,-0.716623,0.980222,0.129725,0.678862,-0.376789,0.216804,-0.187213,0.131932,-0.310453,0.050637,0.797503,0.452845,-0.028719,-0.435894,-0.299134,0.309333,-0.113945,0.228801,0.085694,0.389089,-0.045189,-0.082203,-0.075446
BFLKdqSZZWasyqECSAkW,1,-7.045049,2.307496,1.468768,-3.561527,-0.255442,1.190134,-0.078657,-0.110947,1.681696,0.898354,-1.111605,-1.440609,-0.778594,1.477158,-0.918963,-0.521583,-0.655338,0.857772,0.142492,0.683689,-0.279645,0.185971,-0.079962,0.062767,-0.268746,-0.074114,0.644439,0.344711,-0.145127,-0.314723,-0.182741,0.211219,-0.101926,0.135277,0.02963,0.228908,0.089053,-0.112856,-0.220167
WRyvSQDPShRFYesimIiT,1,5.516352,-0.836574,-4.267433,-1.524086,-1.935518,1.803891,-1.091715,-0.953388,0.182703,-0.292009,1.347846,1.04362,1.363979,-1.571669,1.26604,0.488063,-0.94014,0.576263,0.74305,1.963104,0.873002,0.378049,-1.020047,-0.059255,-0.893709,0.1635,1.057305,0.747376,0.397218,-0.342701,0.933404,0.185746,-0.568857,0.722153,0.541912,0.51109,0.721434,0.359705,0.316408
KZqKjattFddwJsmXjrtT,1,-1.591398,0.491119,0.838567,0.486828,-3.739524,-0.245534,-0.822827,0.279406,-0.708633,-1.978073,-1.6531,0.654807,0.326819,-0.333392,0.211264,0.432573,-0.238559,0.220914,-0.034281,-0.3407,-0.072757,0.172087,0.444008,-0.023304,-0.234171,0.093778,-0.161005,-0.14902,0.214507,-0.23829,-0.204157,0.255971,-0.106548,-0.02319,-0.200994,0.228993,-0.040263,0.105021,-0.169255
GzdKdshdySZVQfGUBDEc,1,5.965697,1.827886,-2.580374,0.135861,0.080841,2.677693,-1.796531,0.474891,-0.158113,1.232927,0.332868,0.88673,1.003693,1.351428,0.546892,-1.794901,-0.974482,0.586377,3.151478,0.141618,1.638445,0.650753,0.94598,-0.562161,-0.913702,0.720718,1.17635,1.024521,1.643038,0.214783,0.192697,-1.702768,0.16192,0.049123,-1.012004,-1.241361,-0.243473,-0.180702,-0.148469
MGReOHjTHoNsLYqEcBFf,1,-6.268509,1.362958,0.875864,-3.325518,-1.075904,1.343962,-0.80667,1.591447,-2.273144,-0.303953,2.108683,1.052018,-0.486594,0.71861,-0.323319,0.173312,0.085938,-0.011276,-0.025068,-0.746248,-0.079973,-0.31991,-0.114916,0.338479,-0.062729,-0.00378,-0.743261,-0.016512,0.108183,0.033838,0.420442,-0.276532,-0.059948,0.098933,0.414046,-0.410564,0.47205,0.372289,0.095206
ipTStsNYpJsvFLKYZdYQ,1,0.603523,-7.682776,0.578885,-1.435611,1.74542,1.047671,-0.793846,-1.121056,1.348211,0.248651,0.989159,1.482408,2.947141,-0.056778,-1.307468,-0.321016,-0.418929,0.487415,-1.173265,1.473479,-0.727481,-0.394325,0.698344,-0.483687,-0.247398,0.053263,-0.490342,-0.516145,-0.164592,-0.079269,-0.611575,-0.072938,-0.149969,-0.182121,-0.489431,0.133075,0.308994,0.405997,0.019084
jVWskZROxfzmPzEgMoPe,1,-6.538937,1.959296,2.017719,-3.216805,-0.684353,0.784771,0.195585,-0.134331,1.448898,0.868429,-0.55155,-1.24355,-0.805576,1.288726,-0.902331,-0.549459,-0.597646,0.694604,0.104361,0.625299,-0.063681,0.179325,0.047649,0.032177,-0.212892,-0.168086,0.504626,0.206586,-0.137525,-0.035824,-0.043284,0.12645,-0.129249,-0.043762,0.1671,-0.116952,0.102768,-0.038064,-0.300999
jdbrXCneSUnomAAfRSzO,1,9.652492,-3.523269,-11.544779,-11.32043,-6.557155,1.598002,9.076852,-5.15718,-1.991935,-0.644126,-1.286634,-0.462048,1.165164,-0.882055,-3.414893,-4.538837,7.182402,-0.08568,-1.663103,-3.444193,-1.153046,7.375908,-3.491232,-4.540667,1.786735,-3.608767,-0.234992,-1.655053,0.721115,-0.915403,5.679281,5.968358,-10.441056,10.134549,-5.596976,-5.565428,0.686434,-6.647899,0.149784
QPFFgSWygaIjYelPQXVy,1,-4.01357,-6.675206,-2.384989,0.493733,-0.599846,-2.078672,-2.635389,1.362854,-0.382939,2.41054,-1.018671,-2.697075,-1.870545,0.688648,1.050815,-0.054746,0.066456,0.037374,2.681239,-0.484696,-1.487406,0.346379,-0.288714,-1.180728,-1.299736,0.594473,0.639246,-2.512467,0.648116,-0.241148,-0.672158,0.655705,-0.158476,-0.749784,-0.561325,-0.138278,0.032385,0.090818,0.359629
ZXQpcMpNRfAdEoOxiFcG,1,4.942025,2.932011,0.597771,0.860127,2.415325,1.566616,-0.705827,-0.845232,-3.001034,1.240915,-0.828354,0.219524,-0.204064,3.191659,2.267471,-1.703041,0.278234,-0.02477,-0.099506,-0.150167,-0.180027,0.663547,0.830209,0.267519,0.771425,-1.188967,-0.443572,-0.474594,-0.296645,0.120672,-0.093242,0.48443,0.848873,-0.360019,0.486869,0.206771,0.050188,-0.268364,0.027119
YkTFjKBYctHibqymzNox,1,-1.119663,4.3266,0.020288,-1.076507,1.745573,-1.04307,0.120284,-2.913401,1.830324,0.409831,2.470751,0.873997,0.943582,-1.348855,0.329226,0.8277,0.818885,-1.349462,0.657331,0.692382,0.485947,0.134839,1.218719,-0.539887,0.959142,0.899898,0.395756,0.669512,0.665298,0.155923,0.335319,-0.204037,0.211969,0.038873,-0.731908,0.681482,-0.869415,-0.042565,0.546574
ltLgBEbuxXTmmdOJQwMh,1,2.42642,-2.29606,-0.628472,0.528524,0.20761,0.384561,-1.448566,-0.069651,-0.627494,1.973557,-0.045985,-0.694145,0.400294,-0.360319,1.943928,1.195935,0.505357,-0.038279,-0.056022,-0.234441,-1.050685,0.078572,-1.15557,0.054514,0.998012,0.100244,-0.404234,0.291323,-0.576332,1.165651,-0.066607,-0.723497,-0.237718,0.637591,0.080718,0.904966,-0.506223,0.254594,-0.299895
hKKKrkcdDMyWObFwlqSv,1,2.361739,0.637095,-0.206666,0.672415,-1.753705,0.937221,-1.354521,0.198004,-0.672211,0.494674,0.051087,0.072815,0.811963,-0.961063,0.679461,0.123765,0.199786,0.342421,0.350721,-0.363271,0.018899,-0.296117,-0.47992,-0.044901,-0.08545,-0.806028,0.397842,0.058891,-0.613052,-0.245554,-0.393608,0.570212,-0.14057,0.271478,-0.377777,0.891154,0.530753,0.041875,-0.368673
pDocKrzjjjFDtlwBFkLB,1,-0.154915,3.881342,-4.002924,3.377532,-1.408901,2.038045,0.698255,0.798235,0.352983,0.615149,-0.032218,0.291848,0.446612,-3.600226,2.083555,1.459529,0.336484,1.721561,-2.596966,0.160161,0.833222,0.481667,-0.158665,-1.740948,-1.097799,1.888486,0.381204,-1.805035,-0.427105,3.642813,0.807805,-0.59939,-0.551267,-0.267009,-0.147509,-1.787547,-0.342946,1.496804,-1.711844
LwQyHTXWhLCNHlikWLXF,1,-1.515265,0.405394,0.94637,0.444202,-3.601274,-0.256918,-0.788897,0.250048,-0.458116,-1.906137,-1.586564,0.468054,0.179134,-0.30282,0.09879,0.389918,-0.237693,0.173505,0.029217,-0.244903,-0.206915,0.266379,0.573898,0.0722,-0.216759,-0.054847,-0.217287,-0.085893,0.215525,0.041231,0.042431,0.012579,-0.08644,0.081339,0.05949,-0.106574,-0.314972,0.257515,0.099736
YQokDcDievCfbYHuSMEw,1,-10.571797,-5.539664,-9.694279,4.837992,2.190434,-2.820322,-2.332397,4.385311,-7.839262,-1.968091,2.867448,1.63467,-4.244362,-2.115878,-2.574219,-3.98775,1.1274,-2.658169,-2.128346,3.260519,-1.694498,0.299492,1.231143,0.997134,1.328364,-0.991385,1.272973,2.50336,1.309559,-1.969143,0.175543,0.415515,0.430053,1.369452,0.730547,-0.01219,-3.254402,-0.099105,-1.707926
lHqgFGOqEkYhyPGLBGzf,1,-1.48127,0.359148,1.098737,0.514282,-3.657578,-0.158804,-0.671406,0.36341,-0.478165,-1.807936,-1.555497,0.485039,0.038974,-0.44207,0.104913,0.338976,-0.201695,0.184443,-0.068027,-0.245782,-0.060645,0.174384,0.495989,-0.024479,-0.114977,0.019174,-0.192224,-0.10667,0.193198,-0.020466,-0.060607,0.118877,-0.093939,0.027312,-0.006781,-0.009419,-0.194946,0.218687,0.004054
OzNUTBBjdYmifSrgNFfZ,1,-6.451204,1.803159,0.409719,-3.442693,-0.810503,1.757655,-1.167517,2.023697,-2.66622,0.408957,2.307813,1.443994,-0.146443,0.172891,-0.016205,0.041642,0.370806,-0.474185,-0.342721,-1.127708,0.331481,-0.661992,-0.885033,0.454014,0.010611,0.442649,-0.780776,-0.03337,0.024289,-0.311181,0.205313,-0.159628,0.067065,0.06906,0.173121,-0.228298,0.39406,0.169616,0.262322
LywymgZHBXUCzRGgfDMu,1,1.806158,2.453062,-4.246037,6.303576,-2.848044,2.042698,0.175466,0.874161,1.265313,0.585686,1.103072,-0.217141,0.185993,1.708318,-0.754218,0.939433,0.589979,0.511241,0.775268,-0.565743,0.641637,-0.688451,-0.822409,0.258787,0.164608,-1.745336,-0.939183,-0.987495,-0.184785,-0.288232,-0.437476,0.15276,0.181153,0.475012,0.522487,-0.379811,0.201944,0.598075,-0.508382
gvuwLeVLvafDqrvIpgfW,1,2.779761,0.397948,2.601244,2.034061,0.56117,1.016428,1.670787,-1.215192,-0.848642,-2.616262,-0.729602,1.01935,-0.595081,0.311759,0.314888,0.368818,0.258273,-0.207721,0.272093,-0.351298,0.122898,-0.366845,-0.359122,-0.327495,0.312931,0.0649,0.085828,0.14825,0.01775,-0.954302,-0.638392,-0.083433,-0.027188,-0.46913,-0.397979,0.102155,0.198322,-1.026928,0.528019
pKfAmNzoGCVQhJBJavPq,1,9.277016,-2.544383,-11.059194,-10.072502,-4.976934,-1.012012,7.785185,-2.832268,-1.547614,0.076517,-1.222288,-0.910739,-0.991185,0.081156,-1.373566,-0.619567,1.326405,-1.705641,-0.441663,-1.019729,-0.510127,-1.776041,0.732191,0.320086,-0.246263,-0.502591,0.261982,-0.385303,-1.274494,0.82247,-2.737719,-0.705344,2.438856,-1.105978,1.569152,1.863647,0.530327,1.503629,0.199453
ePDYTSdqjTqQmITRucQI,1,5.061641,4.602434,1.812608,0.13699,1.684055,-2.232552,-0.864886,0.615647,-0.574344,3.163892,-1.54784,2.597031,-0.026153,-3.294525,-2.344499,-0.525141,-0.127345,1.060033,0.045697,-0.370844,1.005686,-0.702072,-1.398063,-1.138749,0.637594,0.28716,-0.303938,0.92457,0.472444,-1.35921,-0.937947,0.014533,0.688938,0.76686,0.068573,0.420776,-0.48966,0.009699,-0.611066
NSSRjILscDTVJYFKQVJo,1,4.222418,1.910381,1.433736,1.142892,0.166212,1.083764,-1.288021,-0.902747,0.949669,0.764928,-1.132644,0.016603,-1.159478,-1.454175,-0.426141,-1.709791,0.704338,-0.012127,-0.3967,0.137521,0.091474,-0.618463,0.685855,0.265709,0.000738,-0.084951,-0.828233,0.52528,0.149563,-0.305105,-0.281421,0.15821,0.529991,-0.05029,-0.656827,0.330086,0.895707,0.006023,-0.189896
lDhWwbCOivPTeApkvkRr,1,-6.673972,1.246193,1.433151,-0.320863,-0.710242,-4.869128,2.170513,-1.305028,-0.593699,0.982648,-0.105292,-0.386335,2.761096,0.224586,2.095252,0.893672,0.245082,-0.037461,0.346102,0.056277,0.117295,0.644192,0.508303,-0.774976,-0.078794,0.205501,1.127434,1.359488,-1.823046,-0.431982,0.310997,-0.347897,0.578046,-0.209355,-0.747119,0.341295,0.486125,-1.013663,-0.470182
YZoImvhrOsxNVqlezDNv,1,-1.36585,0.040744,1.459819,0.589861,-3.535413,-0.262253,-0.268161,0.265561,-0.357583,-1.932219,-1.643504,0.403694,0.130193,-0.452141,0.162262,0.368998,-0.241987,0.221407,0.022468,-0.233607,-0.084029,0.172237,0.486461,0.072159,-0.156444,-0.131118,-0.224423,-0.053051,0.20283,-0.088353,-0.075303,0.15372,-0.134029,0.046562,0.008788,-0.007264,-0.097499,0.218645,0.021332
cqJhADPGrihMNeYXruxz,1,2.103859,4.545931,2.895222,-0.722499,2.237287,-1.702929,0.027764,-3.452881,-0.254551,0.280766,0.069609,-0.057854,-0.389416,-0.934849,-0.951097,-0.248832,0.587589,0.01817,-0.918838,0.829694,-0.081126,-0.62202,0.825786,-0.59233,1.02241,-0.629457,0.281179,-1.205813,1.307689,0.032964,-0.336427,-0.88239,-0.257679,0.03935,0.967642,0.012908,-0.016924,-0.559491,0.705165
KgTmCXSjTudqklBTvhJh,1,3.207059,-0.128642,3.594003,2.405433,1.31688,1.046371,2.50301,-0.554847,-1.741423,-2.300393,-0.806761,0.027553,-0.398726,-0.206886,-0.505937,0.709533,0.253704,0.063479,-0.101483,-0.690238,0.200349,-0.675105,-0.807091,-0.210936,0.090716,0.195817,0.297091,0.064481,-0.166989,-1.219038,-0.403673,-0.297471,0.098672,-0.389946,-0.323733,-0.123336,-0.004347,-1.088928,0.810379
pgGjBbxbZWStCxzTCIKr,1,-6.685177,1.961705,0.474392,-3.532497,-0.664278,1.608158,-1.017359,1.8991,-2.650148,0.489379,2.435547,1.421228,-0.134336,0.211341,-0.029602,-0.018053,0.356032,-0.478651,-0.324755,-1.053332,0.391963,-0.667072,-0.916661,0.386364,0.043417,0.505545,-0.720627,0.066732,-0.035621,-0.360563,0.207377,-0.205847,0.037928,0.139483,0.320705,-0.273118,0.510266,0.128111,0.121927
uIHlrjLfHuWsIzkHIfSe,1,2.731145,-1.942857,-1.019352,0.490543,0.498409,0.672561,-1.550296,-0.503656,-0.477234,1.897774,0.141987,-0.107811,0.23035,0.088212,2.430576,0.947515,0.306954,-0.233053,-0.056611,0.016372,-1.012559,0.418949,-1.023248,-0.069152,1.256517,0.221033,-0.667684,0.21417,-0.566257,1.290135,-0.36661,-0.570477,-0.195977,0.64937,0.157852,0.857351,-0.456328,0.01909,-0.451321
KSELIJUSCmNJEFaxLlOY,1,-9.789347,7.248005,-7.859662,0.319829,8.872429,6.556876,2.758623,-1.183984,6.355682,-2.697442,-4.169146,-2.350667,-1.050265,3.255186,-4.296609,-0.985931,-1.964322,2.206098,2.032941,2.115755,-0.409154,-0.669611,-3.743421,0.814174,-1.498422,2.046286,0.723812,0.892522,2.0489,-1.894468,-1.674111,1.029907,-0.937668,2.701329,-0.371455,3.672406,-0.962985,0.700232,1.920245
vBLqrNIrnzsldPjQQxwx,1,3.358938,-0.305648,4.030867,2.629432,1.997619,1.470276,3.077498,-0.256958,-1.702345,-1.985311,-1.37556,1.087063,-0.780215,1.432269,1.609041,-1.160171,1.479616,0.213115,-0.263349,-0.73271,0.227614,-0.730507,-0.313682,0.571107,-0.320026,0.252719,0.14513,0.676751,0.369957,-0.713956,-0.553271,0.108751,0.09416,-0.342289,-0.41956,0.234611,0.058842,-0.339958,-0.095505
IvTefDBhgPwljsxLcTOa,1,5.064022,2.009945,-0.171217,0.794884,1.187588,1.344221,-1.034094,-0.672244,-2.157375,0.510108,-0.420344,-0.117332,0.630755,1.602791,1.469624,-0.374743,-0.395137,0.523202,-0.7193,-0.956447,-1.706654,0.634766,0.478398,0.958008,0.112464,-1.934266,0.423715,-0.650069,-0.42159,-0.436536,-1.0763,-0.15363,-0.188929,-0.421071,-0.095474,0.168328,0.671508,-1.413671,0.407135
qKkAXHBCqIiNhqaxByGp,1,3.297102,3.066101,1.581811,0.287789,0.294072,0.029636,-1.558177,-1.741389,1.046268,0.732048,-0.781702,0.223482,-1.443846,-1.229231,0.118296,-1.871307,1.296674,-0.668353,-0.525504,0.905101,0.272235,-0.423903,0.066037,0.291275,-0.150741,-0.235755,-0.411058,-0.02031,0.404202,-0.089372,-0.504807,-0.226852,0.162642,0.204749,-0.042256,-0.421602,0.375854,0.818178,0.165062
RMzMnLBNbfOoGokjcuPT,1,4.156687,2.12691,0.802947,0.460973,-0.472099,1.490341,-1.762507,-0.969869,1.715104,0.790679,0.382374,0.272208,-0.979428,-1.727849,-0.436521,-0.551363,0.626128,-0.53715,-0.286379,-0.004221,0.036894,-0.432819,0.11334,0.520922,0.003062,-0.593931,-0.962869,0.17212,-0.105279,-0.500638,-0.044989,-0.362228,0.482581,1.192896,-0.089056,0.371345,-0.22448,0.701595,0.363424
agKgsQsBIkSubUpgBwkJ,1,5.777921,1.455937,-2.735836,-0.137165,-0.091539,3.040143,-1.466982,0.055982,-0.226948,0.690087,0.145622,0.289185,1.038983,2.184879,0.638114,-1.429678,-1.776935,0.039283,4.041436,0.641527,1.485309,1.958993,1.789387,0.296676,-0.870148,1.482207,0.63641,0.785142,2.068855,0.292069,0.468902,-0.939709,0.249296,0.113869,-0.832757,-1.637256,-0.111067,0.057689,-0.213655
dxTtsnworTMGLLMBBHTS,1,-4.653137,-4.486451,-9.478181,3.723866,4.669718,-3.337524,-3.008124,-0.542569,-4.400928,-3.783851,3.820958,1.863568,-3.597981,-0.664225,-2.475682,-2.279201,0.444461,-1.931989,0.472546,3.666485,-2.184976,0.414208,0.602002,-0.171334,0.41221,-0.32475,1.203661,1.228986,0.589995,-0.799948,0.302731,-0.012059,0.258913,0.670603,-0.102821,0.58133,-1.65278,-0.107064,-0.616423
OeOEUKYIUevzrmTLqvMA,1,6.123373,2.924373,2.013062,-0.134455,3.339385,-1.313903,-1.795412,1.815227,-5.743076,1.993604,-2.556213,-2.706489,1.828294,-0.434515,-4.266556,0.614423,0.899388,2.696779,1.867059,0.233924,1.420347,-1.042579,0.91378,-1.372717,-0.327616,0.067279,-0.119313,0.478854,0.365089,0.408743,0.581423,0.242479,-0.002522,-0.852601,-0.216282,-0.060153,0.337235,-0.096078,0.049316
zDkKdBprUWKensufCMcQ,1,2.435083,5.833555,-0.583712,0.915165,0.199822,1.258446,0.815522,-1.214835,-0.218566,2.044514,3.112828,1.280693,-0.691308,-0.942144,0.799998,-3.437423,-4.383317,1.217055,-0.074083,-2.960929,0.192678,-0.540873,-1.273735,-0.582708,1.561307,-0.471743,1.377886,-1.398572,0.453037,-1.032937,-1.152845,-0.503878,1.681211,1.054529,-2.176343,-1.207705,-0.134805,0.396221,-1.758323
qOzZWDwfLvVOuWtNeJGq,1,-3.056069,2.135029,1.058472,-0.749691,-1.557818,-1.494683,-0.636949,-0.332987,0.576773,2.487795,0.387788,-0.52134,-0.07466,-1.17284,0.765701,-0.468056,0.355632,-0.473488,-0.8032,0.557266,0.372203,0.289469,-0.006547,-0.805254,-0.192988,0.893894,-0.040091,0.037329,-0.96595,0.158438,0.241025,-0.7003,0.341806,0.236292,-0.550342,0.259957,0.345892,-0.248259,-0.296708
rHRAKpqmAcAeQXNNvJnN,1,5.454119,3.049308,0.766636,0.857635,2.801816,1.177935,-0.801189,-1.052187,-4.350661,1.393586,-0.737662,-2.051405,0.574894,1.526079,-1.130106,1.043422,-1.824295,-0.774798,-0.752144,-0.524398,-0.229382,-0.179565,0.231218,-0.846341,0.462224,-1.359209,-0.137905,-1.099906,-0.634326,-0.391884,0.74069,-0.289564,0.279619,-0.363083,0.165217,-0.12826,-0.119288,-0.554394,0.13844
AnmaenQWQYESHCqeegNg,1,0.286029,2.538747,-1.320256,1.287378,-1.988508,3.27717,-0.836844,0.722304,1.203732,0.370468,0.048631,0.743649,0.529765,-1.101664,-0.177614,0.135223,-0.060755,-0.141567,0.101932,-0.857411,1.495312,0.23243,-0.464143,-0.091645,-0.591943,0.555178,1.400939,-1.41953,0.167008,2.178571,0.088433,-0.030671,0.531002,-1.035917,-0.728277,0.169085,-1.359974,-0.659532,-1.260311
ymZmfKifTcLTycETQcxR,1,1.843564,-3.894029,0.596516,0.178315,-1.096019,2.147206,0.137329,1.500444,-0.117221,0.792191,0.271517,0.232305,0.913917,-1.436647,0.772823,0.125691,-0.065213,-0.154668,0.15266,0.640211,0.931515,0.438193,0.163082,-0.558604,-0.2603,0.707232,0.763538,0.629575,-0.598615,0.167158,0.341267,-0.02231,-0.425564,0.539172,0.272942,0.70946,0.151589,0.48531,0.578866
FmwDnkokrRnmDopGzRse,1,2.742467,-0.497993,3.161134,1.753249,0.539932,0.548396,2.106367,-0.545249,-0.871024,-2.712992,-0.295922,0.090451,-0.24065,-0.956129,-0.558136,0.679621,0.483542,0.549038,0.840685,-0.228898,0.324564,-0.850463,-0.703203,0.025457,-0.077513,0.225737,0.073281,0.35366,0.018769,-0.444083,-0.332465,0.490664,0.025059,0.219693,-0.287587,0.440385,-0.067075,0.200734,-0.334406
pzxhkZHutxjWFMgIkXtd,1,-1.691495,0.308463,1.034475,0.257899,-3.573663,-0.379857,-0.776387,0.1918,-0.598031,-2.004293,-1.623776,0.57223,0.260283,-0.301067,0.238661,0.394138,-0.273713,0.243825,0.048174,-0.216933,-0.217967,0.267252,0.555781,-0.084747,-0.229767,0.056571,-0.207805,-0.14692,0.187661,0.104313,0.048442,0.024324,-0.103549,0.069305,0.097814,-0.114456,-0.28083,0.253553,0.06172
