@relation trainruns

@attribute instance_id string
@attribute repetition numeric
@attribute algorithm string
@attribute runtime numeric
@attribute runstatus {ok,timeout,memout,not_applicable,crash,other}

@data
FYVKUlaAfyVRbjuCvIsM,1,ebglucose,12.42,ok
FYVKUlaAfyVRbjuCvIsM,1,ebminisat,17.28,ok
FYVKUlaAfyVRbjuCvIsM,1,glucose2,59.21,ok
FYVKUlaAfyVRbjuCvIsM,1,glueminisat,12.96,ok
FYVKUlaAfyVRbjuCvIsM,1,lingeling,7.97,ok
FYVKUlaAfyVRbjuCvIsM,1,lrglshr,8.61,ok
FYVKUlaAfyVRbjuCvIsM,1,minisatpsm,12.06,ok
FYVKUlaAfyVRbjuCvIsM,1,mphaseSAT64,10.4,ok
FYVKUlaAfyVRbjuCvIsM,1,precosat,21.83,ok
FYVKUlaAfyVRbjuCvIsM,1,qutersat,29.9,ok
FYVKUlaAfyVRbjuCvIsM,1,rcl,75.3,ok
FYVKUlaAfyVRbjuCvIsM,1,restartsat,10.9,ok
FYVKUlaAfyVRbjuCvIsM,1,cryptominisat2011,34.67,ok
FYVKUlaAfyVRbjuCvIsM,1,spear-sw,1200,timeout
FYVKUlaAfyVRbjuCvIsM,1,spear-hw,17.01,ok
FYVKUlaAfyVRbjuCvIsM,1,eagleup,1200,timeout
FYVKUlaAfyVRbjuCvIsM,1,sparrow,1200,timeout
FYVKUlaAfyVRbjuCvIsM,1,marchrw,1200,timeout
FYVKUlaAfyVRbjuCvIsM,1,mphaseSATm,26.23,ok
FYVKUlaAfyVRbjuCvIsM,1,satime11,1200,timeout
FYVKUlaAfyVRbjuCvIsM,1,tnm,1200,timeout
FYVKUlaAfyVRbjuCvIsM,1,mxc09,18.71,ok
FYVKUlaAfyVRbjuCvIsM,1,gnoveltyp2,1200,timeout
FYVKUlaAfyVRbjuCvIsM,1,sattime,996.63,ok
FYVKUlaAfyVRbjuCvIsM,1,sattimep,1200,timeout
FYVKUlaAfyVRbjuCvIsM,1,clasp2,41.16,ok
FYVKUlaAfyVRbjuCvIsM,1,clasp1,14.07,ok
FYVKUlaAfyVRbjuCvIsM,1,picosat,65.65,ok
FYVKUlaAfyVRbjuCvIsM,1,mphaseSAT,32.52,ok
FYVKUlaAfyVRbjuCvIsM,1,sapperlot,19.03,ok
FYVKUlaAfyVRbjuCvIsM,1,sol,31.68,ok
jIcxMMSvKeENShvgkfPq,1,ebglucose,1200,timeout
jIcxMMSvKeENShvgkfPq,1,ebminisat,1200,timeout
jIcxMMSvKeENShvgkfPq,1,glucose2,1200,timeout
jIcxMMSvKeENShvgkfPq,1,glueminisat,1200,timeout
jIcxMMSvKeENShvgkfPq,1,lingeling,1200,timeout
jIcxMMSvKeENShvgkfPq,1,lrglshr,1200,timeout
jIcxMMSvKeENShvgkfPq,1,minisatpsm,1200,timeout
jIcxMMSvKeENShvgkfPq,1,mphaseSAT64,0.72,ok
jIcxMMSvKeENShvgkfPq,1,precosat,1200,timeout
jIcxMMSvKeENShvgkfPq,1,qutersat,1200,timeout
jIcxMMSvKeENShvgkfPq,1,rcl,1200,timeout
jIcxMMSvKeENShvgkfPq,1,restartsat,1200,timeout
jIcxMMSvKeENShvgkfPq,1,cryptominisat2011,1200,timeout
jIcxMMSvKeENShvgkfPq,1,spear-sw,1200,timeout
jIcxMMSvKeENShvgkfPq,1,spear-hw,1200,timeout
jIcxMMSvKeENShvgkfPq,1,eagleup,0,ok
jIcxMMSvKeENShvgkfPq,1,sparrow,0,ok
jIcxMMSvKeENShvgkfPq,1,marchrw,0.34,ok
jIcxMMSvKeENShvgkfPq,1,mphaseSATm,0.82,ok
jIcxMMSvKeENShvgkfPq,1,satime11,0.01,ok
jIcxMMSvKeENShvgkfPq,1,tnm,0,ok
jIcxMMSvKeENShvgkfPq,1,mxc09,1200,timeout
jIcxMMSvKeENShvgkfPq,1,gnoveltyp2,0,ok
jIcxMMSvKeENShvgkfPq,1,sattime,0.01,ok
jIcxMMSvKeENShvgkfPq,1,sattimep,0.04,ok
jIcxMMSvKeENShvgkfPq,1,clasp2,1200,timeout
jIcxMMSvKeENShvgkfPq,1,clasp1,1200,timeout
jIcxMMSvKeENShvgkfPq,1,picosat,1200,timeout
jIcxMMSvKeENShvgkfPq,1,mphaseSAT,0.88,ok
jIcxMMSvKeENShvgkfPq,1,sapperlot,430.1,ok
jIcxMMSvKeENShvgkfPq,1,sol,1200,timeout
fFJFgucKnHALJZtLfCkl,1,ebglucose,10,ok
fFJFgucKnHALJZtLfCkl,1,ebminisat,1.82,ok
fFJFgucKnHALJZtLfCkl,1,glucose2,8.71,ok
fFJFgucKnHALJZtLfCkl,1,glueminisat,2.04,ok
fFJFgucKnHALJZtLfCkl,1,lingeling,50.33,ok
fFJFgucKnHALJZtLfCkl,1,lrglshr,1.91,ok
fFJFgucKnHALJZtLfCkl,1,minisatpsm,4.45,ok
fFJFgucKnHALJZtLfCkl,1,mphaseSAT64,4.43,ok
fFJFgucKnHALJZtLfCkl,1,precosat,8.43,ok
fFJFgucKnHALJZtLfCkl,1,qutersat,138.03,ok
fFJFgucKnHALJZtLfCkl,1,rcl,6.07,ok
fFJFgucKnHALJZtLfCkl,1,restartsat,2.04,ok
fFJFgucKnHALJZtLfCkl,1,cryptominisat2011,1.53,ok
fFJFgucKnHALJZtLfCkl,1,spear-sw,4.53,ok
fFJFgucKnHALJZtLfCkl,1,spear-hw,12.35,ok
fFJFgucKnHALJZtLfCkl,1,eagleup,1200,timeout
fFJFgucKnHALJZtLfCkl,1,sparrow,1200,timeout
fFJFgucKnHALJZtLfCkl,1,marchrw,1200,timeout
fFJFgucKnHALJZtLfCkl,1,mphaseSATm,3.81,ok
fFJFgucKnHALJZtLfCkl,1,satime11,1.84,ok
fFJFgucKnHALJZtLfCkl,1,tnm,1200,timeout
fFJFgucKnHALJZtLfCkl,1,mxc09,1.2,ok
fFJFgucKnHALJZtLfCkl,1,gnoveltyp2,1200,timeout
fFJFgucKnHALJZtLfCkl,1,sattime,1.98,ok
fFJFgucKnHALJZtLfCkl,1,sattimep,1.6,ok
fFJFgucKnHALJZtLfCkl,1,clasp2,1.54,ok
fFJFgucKnHALJZtLfCkl,1,clasp1,1.82,ok
fFJFgucKnHALJZtLfCkl,1,picosat,1.01,ok
fFJFgucKnHALJZtLfCkl,1,mphaseSAT,3.89,ok
fFJFgucKnHALJZtLfCkl,1,sapperlot,19.01,ok
fFJFgucKnHALJZtLfCkl,1,sol,159.07,ok
KeYsbTTTUSiuSHMnYVmL,1,ebglucose,201.93,ok
KeYsbTTTUSiuSHMnYVmL,1,ebminisat,452.96,ok
KeYsbTTTUSiuSHMnYVmL,1,glucose2,236.44,ok
KeYsbTTTUSiuSHMnYVmL,1,glueminisat,215.66,ok
KeYsbTTTUSiuSHMnYVmL,1,lingeling,191.04,ok
KeYsbTTTUSiuSHMnYVmL,1,lrglshr,439.19,ok
KeYsbTTTUSiuSHMnYVmL,1,minisatpsm,473.37,ok
KeYsbTTTUSiuSHMnYVmL,1,mphaseSAT64,62.65,ok
KeYsbTTTUSiuSHMnYVmL,1,precosat,77.06,ok
KeYsbTTTUSiuSHMnYVmL,1,qutersat,91.15,ok
KeYsbTTTUSiuSHMnYVmL,1,rcl,452.49,ok
KeYsbTTTUSiuSHMnYVmL,1,restartsat,388.14,ok
KeYsbTTTUSiuSHMnYVmL,1,cryptominisat2011,65.37,ok
KeYsbTTTUSiuSHMnYVmL,1,spear-sw,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,spear-hw,1201,timeout
KeYsbTTTUSiuSHMnYVmL,1,eagleup,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,sparrow,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,marchrw,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,mphaseSATm,198.44,ok
KeYsbTTTUSiuSHMnYVmL,1,satime11,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,tnm,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,mxc09,833.87,ok
KeYsbTTTUSiuSHMnYVmL,1,gnoveltyp2,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,sattime,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,sattimep,1200,timeout
KeYsbTTTUSiuSHMnYVmL,1,clasp2,140.5,ok
KeYsbTTTUSiuSHMnYVmL,1,clasp1,369.96,ok
KeYsbTTTUSiuSHMnYVmL,1,picosat,553.02,ok
KeYsbTTTUSiuSHMnYVmL,1,mphaseSAT,125.1,ok
KeYsbTTTUSiuSHMnYVmL,1,sapperlot,675.15,ok
KeYsbTTTUSiuSHMnYVmL,1,sol,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,ebglucose,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,ebminisat,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,glucose2,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,glueminisat,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,lingeling,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,lrglshr,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,minisatpsm,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,mphaseSAT64,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,precosat,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,qutersat,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,rcl,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,restartsat,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,cryptominisat2011,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,spear-sw,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,spear-hw,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,eagleup,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,sparrow,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,marchrw,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,mphaseSATm,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,satime11,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,tnm,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,mxc09,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,gnoveltyp2,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,sattime,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,sattimep,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,clasp2,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,clasp1,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,picosat,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,mphaseSAT,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,sapperlot,1200,timeout
HsrQpZFbjkvpuWExOqWs,1,sol,1.48,ok
KOVdLLvYZeRgiIaGQYoh,1,ebglucose,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,ebminisat,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,glucose2,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,glueminisat,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,lingeling,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,lrglshr,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,minisatpsm,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,mphaseSAT64,565.65,ok
KOVdLLvYZeRgiIaGQYoh,1,precosat,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,qutersat,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,rcl,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,restartsat,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,cryptominisat2011,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,spear-sw,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,spear-hw,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,eagleup,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,sparrow,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,marchrw,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,mphaseSATm,950.04,ok
KOVdLLvYZeRgiIaGQYoh,1,satime11,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,tnm,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,mxc09,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,gnoveltyp2,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,sattime,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,sattimep,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,clasp2,252.74,ok
KOVdLLvYZeRgiIaGQYoh,1,clasp1,236.3,ok
KOVdLLvYZeRgiIaGQYoh,1,picosat,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,mphaseSAT,922.37,ok
KOVdLLvYZeRgiIaGQYoh,1,sapperlot,1200,timeout
KOVdLLvYZeRgiIaGQYoh,1,sol,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,ebglucose,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,ebminisat,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,glucose2,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,glueminisat,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,lingeling,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,lrglshr,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,minisatpsm,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,mphaseSAT64,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,precosat,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,qutersat,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,rcl,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,restartsat,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,cryptominisat2011,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,spear-sw,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,spear-hw,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,eagleup,0.6,ok
TfHUvPoVwnnFWJRGtNGc,1,sparrow,1.75,ok
TfHUvPoVwnnFWJRGtNGc,1,marchrw,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,mphaseSATm,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,satime11,23.95,ok
TfHUvPoVwnnFWJRGtNGc,1,tnm,3.35,ok
TfHUvPoVwnnFWJRGtNGc,1,mxc09,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,gnoveltyp2,4.55,ok
TfHUvPoVwnnFWJRGtNGc,1,sattime,303.81,ok
TfHUvPoVwnnFWJRGtNGc,1,sattimep,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,clasp2,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,clasp1,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,picosat,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,mphaseSAT,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,sapperlot,1200,timeout
TfHUvPoVwnnFWJRGtNGc,1,sol,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,ebglucose,21.42,ok
mDTkoYJHUYgNtoxeeuUQ,1,ebminisat,17.77,ok
mDTkoYJHUYgNtoxeeuUQ,1,glucose2,13.73,ok
mDTkoYJHUYgNtoxeeuUQ,1,glueminisat,35.7,ok
mDTkoYJHUYgNtoxeeuUQ,1,lingeling,65.11,ok
mDTkoYJHUYgNtoxeeuUQ,1,lrglshr,22.71,ok
mDTkoYJHUYgNtoxeeuUQ,1,minisatpsm,18.25,ok
mDTkoYJHUYgNtoxeeuUQ,1,mphaseSAT64,41.95,ok
mDTkoYJHUYgNtoxeeuUQ,1,precosat,25.86,ok
mDTkoYJHUYgNtoxeeuUQ,1,qutersat,88.66,ok
mDTkoYJHUYgNtoxeeuUQ,1,rcl,23.03,ok
mDTkoYJHUYgNtoxeeuUQ,1,restartsat,9.9,ok
mDTkoYJHUYgNtoxeeuUQ,1,cryptominisat2011,69.61,ok
mDTkoYJHUYgNtoxeeuUQ,1,spear-sw,862.82,ok
mDTkoYJHUYgNtoxeeuUQ,1,spear-hw,1201,timeout
mDTkoYJHUYgNtoxeeuUQ,1,eagleup,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,sparrow,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,marchrw,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,mphaseSATm,13.3,ok
mDTkoYJHUYgNtoxeeuUQ,1,satime11,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,tnm,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,mxc09,26.77,ok
mDTkoYJHUYgNtoxeeuUQ,1,gnoveltyp2,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,sattime,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,sattimep,1200,timeout
mDTkoYJHUYgNtoxeeuUQ,1,clasp2,78.22,ok
mDTkoYJHUYgNtoxeeuUQ,1,clasp1,823.15,ok
mDTkoYJHUYgNtoxeeuUQ,1,picosat,1.16,ok
mDTkoYJHUYgNtoxeeuUQ,1,mphaseSAT,13.26,ok
mDTkoYJHUYgNtoxeeuUQ,1,sapperlot,27.37,ok
mDTkoYJHUYgNtoxeeuUQ,1,sol,873.01,ok
PngNrcFBnqSeZlqIBPEW,1,ebglucose,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,ebminisat,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,glucose2,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,glueminisat,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,lingeling,1008.2,ok
PngNrcFBnqSeZlqIBPEW,1,lrglshr,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,minisatpsm,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,mphaseSAT64,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,precosat,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,qutersat,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,rcl,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,restartsat,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,cryptominisat2011,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,spear-sw,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,spear-hw,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,eagleup,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,sparrow,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,marchrw,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,mphaseSATm,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,satime11,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,tnm,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,mxc09,446.65,ok
PngNrcFBnqSeZlqIBPEW,1,gnoveltyp2,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,sattime,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,sattimep,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,clasp2,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,clasp1,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,picosat,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,mphaseSAT,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,sapperlot,1200,timeout
PngNrcFBnqSeZlqIBPEW,1,sol,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,ebglucose,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,ebminisat,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,glucose2,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,glueminisat,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,lingeling,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,lrglshr,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,minisatpsm,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,mphaseSAT64,17.79,ok
gNOnZTTsOCwREgUrFtBd,1,precosat,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,qutersat,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,rcl,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,restartsat,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,cryptominisat2011,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,spear-sw,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,spear-hw,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,eagleup,8.23,ok
gNOnZTTsOCwREgUrFtBd,1,sparrow,13.11,ok
gNOnZTTsOCwREgUrFtBd,1,marchrw,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,mphaseSATm,24.62,ok
gNOnZTTsOCwREgUrFtBd,1,satime11,5.99,ok
gNOnZTTsOCwREgUrFtBd,1,tnm,4.28,ok
gNOnZTTsOCwREgUrFtBd,1,mxc09,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,gnoveltyp2,9.06,ok
gNOnZTTsOCwREgUrFtBd,1,sattime,7.77,ok
gNOnZTTsOCwREgUrFtBd,1,sattimep,116.07,ok
gNOnZTTsOCwREgUrFtBd,1,clasp2,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,clasp1,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,picosat,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,mphaseSAT,24.48,ok
gNOnZTTsOCwREgUrFtBd,1,sapperlot,1200,timeout
gNOnZTTsOCwREgUrFtBd,1,sol,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,ebglucose,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,ebminisat,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,glucose2,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,glueminisat,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,lingeling,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,lrglshr,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,minisatpsm,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,mphaseSAT64,0.71,ok
VQedLKfhcqMdxaUKhjxe,1,precosat,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,qutersat,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,rcl,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,restartsat,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,cryptominisat2011,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,spear-sw,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,spear-hw,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,eagleup,0.1,ok
VQedLKfhcqMdxaUKhjxe,1,sparrow,0.11,ok
VQedLKfhcqMdxaUKhjxe,1,marchrw,87.83,ok
VQedLKfhcqMdxaUKhjxe,1,mphaseSATm,0.86,ok
VQedLKfhcqMdxaUKhjxe,1,satime11,0.09,ok
VQedLKfhcqMdxaUKhjxe,1,tnm,0.11,ok
VQedLKfhcqMdxaUKhjxe,1,mxc09,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,gnoveltyp2,0.1,ok
VQedLKfhcqMdxaUKhjxe,1,sattime,0.16,ok
VQedLKfhcqMdxaUKhjxe,1,sattimep,0.18,ok
VQedLKfhcqMdxaUKhjxe,1,clasp2,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,clasp1,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,picosat,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,mphaseSAT,0.86,ok
VQedLKfhcqMdxaUKhjxe,1,sapperlot,1200,timeout
VQedLKfhcqMdxaUKhjxe,1,sol,1200,timeout
RyovncHlWCWEawdywfJE,1,ebglucose,10.74,ok
RyovncHlWCWEawdywfJE,1,ebminisat,21.88,ok
RyovncHlWCWEawdywfJE,1,glucose2,367.77,ok
RyovncHlWCWEawdywfJE,1,glueminisat,11.39,ok
RyovncHlWCWEawdywfJE,1,lingeling,9.84,ok
RyovncHlWCWEawdywfJE,1,lrglshr,26.04,ok
RyovncHlWCWEawdywfJE,1,minisatpsm,136.43,ok
RyovncHlWCWEawdywfJE,1,mphaseSAT64,14.88,ok
RyovncHlWCWEawdywfJE,1,precosat,37.16,ok
RyovncHlWCWEawdywfJE,1,qutersat,34.22,ok
RyovncHlWCWEawdywfJE,1,rcl,916.49,ok
RyovncHlWCWEawdywfJE,1,restartsat,62.81,ok
RyovncHlWCWEawdywfJE,1,cryptominisat2011,93.51,ok
RyovncHlWCWEawdywfJE,1,spear-sw,40.48,ok
RyovncHlWCWEawdywfJE,1,spear-hw,1200,timeout
RyovncHlWCWEawdywfJE,1,eagleup,1200,timeout
RyovncHlWCWEawdywfJE,1,sparrow,1200,timeout
RyovncHlWCWEawdywfJE,1,marchrw,1200,timeout
RyovncHlWCWEawdywfJE,1,mphaseSATm,40.9,ok
RyovncHlWCWEawdywfJE,1,satime11,1200,timeout
RyovncHlWCWEawdywfJE,1,tnm,1200,timeout
RyovncHlWCWEawdywfJE,1,mxc09,41.59,ok
RyovncHlWCWEawdywfJE,1,gnoveltyp2,1200,timeout
RyovncHlWCWEawdywfJE,1,sattime,1200,timeout
RyovncHlWCWEawdywfJE,1,sattimep,1200,timeout
RyovncHlWCWEawdywfJE,1,clasp2,11.27,ok
RyovncHlWCWEawdywfJE,1,clasp1,10.35,ok
RyovncHlWCWEawdywfJE,1,picosat,86.53,ok
RyovncHlWCWEawdywfJE,1,mphaseSAT,34.95,ok
RyovncHlWCWEawdywfJE,1,sapperlot,21.42,ok
RyovncHlWCWEawdywfJE,1,sol,57.61,ok
ZzbXtqtswICGtBhgkPBm,1,ebglucose,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,ebminisat,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,glucose2,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,glueminisat,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,lingeling,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,lrglshr,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,minisatpsm,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,mphaseSAT64,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,precosat,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,qutersat,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,rcl,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,restartsat,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,cryptominisat2011,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,spear-sw,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,spear-hw,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,eagleup,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,sparrow,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,marchrw,453.87,ok
ZzbXtqtswICGtBhgkPBm,1,mphaseSATm,433.64,ok
ZzbXtqtswICGtBhgkPBm,1,satime11,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,tnm,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,mxc09,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,gnoveltyp2,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,sattime,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,sattimep,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,clasp2,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,clasp1,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,picosat,1200,timeout
ZzbXtqtswICGtBhgkPBm,1,mphaseSAT,1200,timeout
